EGY,ENG
والشبان كانو بيلاقو طريقة عشان وشهم ييجي في وش البنات وكانو بيرمولهم جمل هزار ظريقة، والبنات كانو بيضحكو وهما بيدورو وشهم.,"The young men under my window swerved so as to brush against them, and shouted humorous remarks, which made the girls turn their heads and giggle."
كنت أعرف منهم أكثر من واحدة وشاورولي.,"I recognized them as girls from my part of the town, and two or three of them, whom I knew, looked up and waved to me. "
عواميد النور في الشارع نورت فجأة وغطت على أول نجمة طلعت في الليل. ,"Just then the street lamps came on, all together, and they made the stars that were beginning to glimmer in the night sky paler still."
وحسيت إن عينيا تعبت من الفرجة على الرصيف المزحوم بالناس والنور. ,"I felt my eyes getting tired, what with the lights and all the movement I'd been watching in the street. "
عواميد النور كانت بتخلي الأسفلت المبلول يلمع، والتروماي إللي كان بيعدي بشكل منتظم كان بيضيف لمعة على شعر بيبرق، أو على إبتسامة أو على أنسيال فضة. ,"There were little pools of brightness under the lamps, and now and then a streetcar passed, lighting up."
وبعدها بشوية، المنطقة فضيت بالتدريج، لما عدد الترومايات بقى أقل، وخلاص، سواد الليل ضلم على الشجر وعلى عواميد النور، لحد ما أول قطة، بشويش، عدت الشارع إللي رجع مهجور من جديد. ,"Soon after this, as the streetcars became fewer and the sky showed velvety black above the trees and lamps, the street grew emptier, almost imperceptibly, until a time came when there was nobody to be seen and a cat, the first of the evening, crossed, unhurrying, the deserted street. "
فكرت ساعتها إني لازم أتعشى. ,It struck me that I'd better see about some dinner. 
ورقبتي كانت واجعاني شوية عشان فضلت سائد مدة طويلة على ضهر الكرسي. ,"I had been leaning so long on the back of my chair, looking down, that my neck hurt when I straightened myself up. "
فنزلت أشتري عيش ومكرونة وطبخت وأكلت وأنا واقف. ,"I went down, bought some bread and spaghetti, did my cooking, and ate my meal standing. "
وكنت عايز أشرب سيجارة في الشباك، لكن الهوا كان سقع وبردت شوية. ,"I'd intended to smoke another cigarette at my window, but the night had turned rather chilly and I decided against it. "
فقفلت شبابيكي، وأنا راجع شفت طرف الترابيزه في المراية وكان محطوط عليها اللمبة السبيرتو وجنبها كام حتة عيش. ,"As I was coming back, after shutting the window, I glanced at the mirror and saw reflected in it a corner of my table with my spirit lamp and some bits of bread beside it. "
وقلت لنفسي إنه برضه كان يوم حد وراح، وإن ماما مدفونة دلوقتي، وإني هارجع شغلي، وإن في المجمل مافيش حاجة إتغيرت. ,"It occurred to me that somehow I'd got through another Sunday, that Mother now was buried, and tomorrow I'd be going back to work as usual. Really, nothing in my life had changed. "
الفصل الثالث,/// 
النهاردة، أنا إشتغلت كثير في المكتب. ,I HAD a busy morning in the office. 
وصاحب الشغل كان لطيف.,My employer was in a good humor. 
سالني إذا كنت تعبان أوي والا لأ، وكان عايز يعرف سن ماما.,"He even inquired if I wasn't too tired, and followed it up by asking what Mother's age was."
"فقلت: ""في حدود ستين سنة""، عشان ماتلخبطش وماعرفش ليه كان باين عليه إنه إرتاح وزي ما يكون إنه إعتبر الحكاية موضوع وخلص.","I thought a bit, then answered, ""Round about sixty,"" as I didn't want to make a blunder. At which he looked relieved — why, I can't imagine — and seemed to think that closed the matter. "
كان فيه كومة من إيصالات الشحن متكريسة على الترابيزة بتاعتي وكان لازم أخلصها كلها. ,"There was a pile of bills of lading waiting on my desk, and I had to go through them all. "
غسلت إيدايا قبل ما أسيب المكتب عشان أروح أتغدى.,Before leaving for lunch I washed my hands. 
الضهر، أنا باحب أوي الوقت ده. ,I always enjoyed doing this at midday.
لكن آخر النهار مش بابقى مبسوط أوي عشان الفوطة الملفوفة إللي يتنشف بها يتكون إتبلت على الأخر: يتبقى مستعملة طول اليوم. ,"In the evening it was less pleasant, as the roller towel, after being used by so many people, was sopping wet. "
وكنت علقت على الموضوع ده لصاحب الشغل. ,I once brought this to my employer's notice. 
ورد عليا بإنه كان شايف إن دي حاجة مؤسفة، لكن في الأول وفي الأخر دي تفصيلة مالهاش أهمية. وخرجت متأخر شوية مع إيمانويل إللي بيشتغل في إدارة التصدير، والساعة كانت إنناشر ونص. ,"It was regrettable, he agreed — but, to his mind, a mere detail. I left the office building a little later than usual, at half-past twelve, with Emmanuel, who works in the Forwarding Department. "
المكتب كان بيطل على البحر فضيعنا وقت وإحنا بنتفرج على مراكب الشحن في المينا إللي كانت حر نار من الشمس. ,"Our building overlooks the sea, and we paused for a moment on the steps to look at the shipping in the harbor. The sun was scorching hot. "
"وفي الوقت ده، عربية نقل وصلت وسط صوت سلاسل بنتكسر وانفجارات. فإيمانويل سألني ""إذا كنا هنروح نشوف"" وأنا طلعت أجري. ","Just then a big truck came up, with a din of chains and backfires from the engine, and Emmanuel suggested we should try to jump it. I started to run. "
العربية عديتنا وإحنا طيرنا وراها نلاحقها. ,"The truck was well away, and we had to chase it for quite a distance. "
أنا كنت غرقان في الدوشة والتراب. ,"What with the heat and the noise from the engine, I felt half-dazed. "
